	  76.8923034,29.9789633,0
          76.8923785,29.9783314,0
          76.8924429,29.9778109,0
          76.8925073,29.9773556,0
          76.8925931,29.9769095,0
          76.8926789,29.9763704,0
          76.892239,29.9762403,0
          76.8918206,29.9761288,0
          76.8913271,29.9759429,0
          76.890973,29.9758128,0
          76.8905224,29.9757571,0
          76.890104,29.9757199,0
          76.8895568,29.9756827,0
          76.8891706,29.9756734,0
          76.8888058,29.9756362,0
          76.8885161,29.9756084,0
          76.8881621,29.9756084,0
          76.8877866,29.9755712,0
          76.8873896,29.9755898,0
          76.8870463,29.9755433,0
          76.886703,29.9755061,0
          76.8863596,29.9754411,0
          76.886027,29.9754411,0
          76.8856515,29.9754225,0
          76.8852975,29.9754132,0
          76.8849542,29.9753853,0
          76.8846645,29.9753574,0
          76.8843533,29.9753481,0
          76.8840208,29.975311,0
          76.8837096,29.9752924,0
          76.8833019,29.9752645,0
          76.8828299,29.975218,0
          76.8823149,29.9751808,0
          76.8812205,29.9751158,0
          76.8804373,29.97506,0
          76.8795683,29.9749857,0
          76.8787851,29.9749299,0
          76.8779053,29.9748927,0
          76.8774762,29.9748649,0
          76.8769719,29.9748184,0
          76.8763282,29.9747998,0
          76.8753948,29.9747347,0
          76.8747832,29.9746976,0
          76.8741288,29.9746511,0
          76.8732168,29.9745489,0
          76.8726696,29.9745582,0
          76.8720474,29.9744652,0
          76.8714358,29.9744559,0
          76.870835,29.9744095,0
          76.87032,29.9744002,0
          76.8697407,29.9743258,0
          76.8691184,29.9743072,0
          76.868539,29.9742979,0
          76.8679382,29.9742329,0
          76.8673803,29.9741864,0
          76.866801,29.9741306,0
          76.8655028,29.9741028,0
          76.8644514,29.9739726,0
          76.8635501,29.9739076,0
          76.8627884,29.9738704,0
          76.8619837,29.9737961,0
          76.8611898,29.9737589,0
          76.8605675,29.9736845,0
          76.8597307,29.9736474,0
          76.8589367,29.9736195,0
          76.8585076,29.9736102,0
          76.8579711,29.9735451,0
          76.8574347,29.9735265,0
          76.8565871,29.9734615,0
          76.8557503,29.973415,0
          76.8548276,29.9733407,0
          76.8540551,29.9732849,0
          76.853347,29.973257,0
          76.8527247,29.9732198,0
          76.8522312,29.9731734,0
          76.8515553,29.9730897,0
          76.8509974,29.9730618,0
          76.8504717,29.9730804,0
          76.8499031,29.9730247,0
          76.8494524,29.9729875,0
          76.8489589,29.9729596,0
          76.8484868,29.9729131,0
          76.847886,29.9728388,0
          76.8472638,29.9728109,0
          76.8467488,29.9727273,0
          76.846148,29.9726529,0
          76.8454291,29.9725228,0
          76.8449141,29.9723927,0
          76.8443884,29.972244,0
          76.843734,29.9720581,0
          76.843219,29.9719094,0
          76.8427147,29.9718722,0
          76.8422856,29.9716956,0
          76.841674,29.9715934,0
          76.8411805,29.9716306,0
          76.8404939,29.9718071,0
          76.8399038,29.9719651,0
          76.8393351,29.9721139,0
          76.8387451,29.9722997,0
          76.8382408,29.9725135,0
          76.8375434,29.9727273,0
          76.8368997,29.9728853,0
          76.8365671,29.9725414,0
          76.8362667,29.9721046,0
          76.8360736,29.9716863,0
          76.8358912,29.971138,0
          76.8357088,29.9706082,0
          76.8355157,29.9699762,0
          76.8351294,29.9694185,0
          76.8349041,29.9691025,0
          76.8347754,29.9688237,0
          76.8345501,29.9686378,0
          76.8343355,29.9683404,0
          76.8341531,29.9681359,0
          76.8339815,29.9678292,0
          76.8338313,29.9674481,0
          76.8337669,29.9670856,0
          76.8336918,29.966751,0
          76.8335416,29.9664722,0
          76.8331875,29.9661097,0
          76.8328013,29.965961,0
          76.832694,29.9661376,0
          76.8326296,29.9663142,0
          76.8322327,29.9663421,0
          76.8317391,29.9663235,0
          76.8315031,29.9663886,0
          76.8309988,29.9664815,0
          76.8306555,29.9666395,0
          76.8301298,29.9667139,0
          76.8297221,29.9667232,0
          76.829293,29.9668161,0
          76.8290033,29.9668347,0
          76.828499,29.9668533,0
          76.8281557,29.9669183,0
          76.8275763,29.9668719,0
          76.8269433,29.9667975,0
          76.8265035,29.9667603,0
          76.8259885,29.9667232,0
          76.825334,29.9666488,0
          76.8247868,29.9665651,0
          76.824347,29.9665094,0
          76.8238856,29.9664257,0
          76.823317,29.96637,0
          76.8227376,29.9662863,0
          76.822287,29.9662491,0
          76.8216969,29.9661283,0
          76.8212249,29.9659982,0
          76.8206026,29.9659145,0
          76.8199374,29.9657658,0
          76.819122,29.9656078,0
          76.818371,29.9654498,0
          76.8173196,29.9652732,0
          76.8168582,29.965078,0
          76.8162896,29.9649386,0
          76.8157424,29.9647899,0
          76.8149378,29.9646504,0
          76.8140795,29.964353,0
          76.8136932,29.9641206,0
          76.8132426,29.9639255,0
          76.8124701,29.9636559,0
          76.8119552,29.9633771,0
          76.8113222,29.9631261,0
          76.8107106,29.9629681,0
          76.8101527,29.9629588,0
          76.8100347,29.9631912,0
          76.8097772,29.9634979,0
          76.8092408,29.9633956,0
          76.8088867,29.9631819,0
          76.8084254,29.9629774,0
          76.8078889,29.9627543,0
          76.8072774,29.9626056,0
          76.8070092,29.9626056,0
          76.806698,29.962587,0
          76.8062581,29.962587,0
          76.8057002,29.9625498,0
          76.8050887,29.9625126,0
          76.8047239,29.9624662,0
          76.8042626,29.9624383,0
          76.8038334,29.9623825,0
          76.8033292,29.9623639,0
          76.802782,29.9623267,0
          76.8021383,29.9622524,0
          76.8016233,29.9622152,0
          76.8009903,29.9621594,0
          76.8005397,29.9621594,0
          76.7999925,29.9621037,0
          76.7993595,29.9620293,0
          76.798748,29.9619921,0
          76.7981793,29.9619921,0
          76.7977502,29.9618713,0
          76.7972137,29.9618155,0
          76.7962911,29.9617319,0
